target,horizon_k,input,n_test,Lasso R2,Lasso MAE,Lasso RMSE,RF R2,RF MAE,RF RMSE,XGBoost R2,XGBoost MAE,XGBoost RMSE,TabPFN R2,TabPFN MAE,TabPFN RMSE,Pers R2,Pers MAE,Pers RMSE,best R2,best MAE,best RMSE,TabPFN>pers R2,TabPFN>pers MAE,TabPFN>pers RMSE,verdict
salinity,2,18S,358.0,-88.59298257977252,13.841591113967487,42.38285975232976,0.4999011953854323,2.426696617934444,3.166512217126258,0.4712938958480342,2.5175698072294947,3.255820265249579,0.588653049179878,2.2318153733759623,2.8718212248414314,0.4292145922269771,2.406696648044693,3.382904132975841,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
salinity,2,16S+18S,358.0,-38.05216311614132,12.40093311953633,27.9818102393268,0.5380862871951149,2.34929560141209,3.0432223681656456,0.4113819013792175,2.5605272246035784,3.4353426838638987,0.5107881577127771,2.3918907974155923,3.131855676081263,0.4292145922269771,2.406696648044693,3.382904132975841,RF,RF,RF,True,True,True,LOST — all 3
salinity,3,16S,342.0,-10.334443633445693,8.886903637701128,15.174060247002007,0.5298613203034559,2.3783386363113874,3.090399979098447,0.5099550462049571,2.3810182231166905,3.1551474589909305,0.5273879544994642,2.3447135824805114,3.098518501452807,0.5102714979862422,2.247474269005848,3.1541285593285395,RF,TabPFN,RF,True,False,True,split (1/3)
salinity,3,18S,342.0,-71.97511538230586,17.893125350287235,38.50251473083903,0.5524730849777059,2.271991238824444,3.01516636881763,0.4638804500892228,2.452519942095127,3.300141205040884,0.6233980883847805,2.1331297291365283,2.765941309636981,0.5102714979862422,2.247474269005848,3.1541285593285395,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
salinity,3,16S+18S,342.0,-89.5833289803476,17.710277646850134,42.896893149499554,0.5402237895523516,2.3648835853866044,3.05615198831046,0.5489231106827475,2.3660115681653835,3.0271015394377034,0.5714290407233114,2.260749642305974,2.950618561424448,0.5102714979862422,2.247474269005848,3.1541285593285395,TabPFN,TabPFN,TabPFN,True,False,True,TabPFN — all 3
Chl_a_log1p,1,16S,391.0,0.1182043112423776,0.6360896114546704,0.8561505171923101,0.5561176252650395,0.4639709035513821,0.6074353862173252,0.4932706806166305,0.4904429630364965,0.6490141334511245,0.5391615445637259,0.4566384682405595,0.6189285181221965,0.5272834439508345,0.4498001395513629,0.6268542061061242,RF,TabPFN,RF,True,False,True,split (1/3)
Chl_a_log1p,1,18S,391.0,-1.7383203133784657,0.8909563813503546,1.5087186602278413,0.4689385684122765,0.4933788909119501,0.6644136079556702,0.458609524139719,0.4989796852319023,0.6708438511990827,0.5644394373148764,0.4475216046562068,0.6017144109381559,0.5272834439508345,0.4498001395513629,0.6268542061061243,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Chl_a_log1p,1,16S+18S,391.0,-1.3679293882256736,0.8780090546516788,1.4029768713643496,0.5637389655627103,0.4560115028868007,0.6021980573716769,0.5689494038997145,0.443804288951377,0.5985911102569491,0.5615405032448262,0.4438109668138789,0.6037134872614361,0.5272834439508345,0.4498001395513629,0.6268542061061242,XGBoost,XGBoost,XGBoost,True,True,True,LOST — all 3
Chl_a_log1p,2,16S,378.0,0.0217389813475479,0.6397781074480372,0.9146147064618344,0.5194037949523809,0.4852986882012962,0.6410633884208332,0.4985269000899645,0.499308558969059,0.6548391361307777,0.4651581960698533,0.5076728390043446,0.6762752266636068,0.5315167582163431,0.4534976946411104,0.6329331409020061,RF,RF,RF,False,False,False,LOST — all 3
Chl_a_log1p,2,18S,378.0,-2.223199462494054,1.034681748821166,1.6601770162920886,0.5385065371780369,0.4828698630284856,0.6281937090556322,0.4290137526038199,0.5265409758938169,0.6987529110555227,0.5664382954514076,0.4554503729936833,0.6088863857827254,0.5315167582163431,0.4534976946411104,0.6329331409020061,TabPFN,TabPFN,TabPFN,True,False,True,TabPFN — all 3
Chl_a_log1p,2,16S+18S,378.0,0.3371386372429641,0.5565435180351758,0.7528737564402935,0.547056491007285,0.4692357868593791,0.6223473237323206,0.5265880777824556,0.4781357456796248,0.6362538181877855,0.5388417017093594,0.4664857574718976,0.6279655514443608,0.5315167582163431,0.4534976946411104,0.632933140902006,RF,TabPFN,RF,True,False,True,split (1/3)
Chl_a_log1p,3,16S,365.0,-15.5441902602109,1.8011127209638746,3.764704916038673,0.4566688399757358,0.5098085707037965,0.6822452009723289,0.461363328484096,0.5010559608103777,0.679291440235763,0.4867172944405764,0.4954402406673452,0.6631114071795164,0.4622627680549412,0.489234811554151,0.678724047679632,TabPFN,TabPFN,TabPFN,True,False,True,TabPFN — all 3
Chl_a_log1p,3,18S,365.0,-76.29723129078623,2.6649254802977813,8.137484086758024,0.4566394449578078,0.5228499974875546,0.6822636559590393,0.1996097307652191,0.6318039008891272,0.8280548080477591,0.5675116655692451,0.4461086024726019,0.6086888999436011,0.4622627680549412,0.489234811554151,0.678724047679632,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Chl_a_log1p,3,16S+18S,365.0,-108.78793974303488,3.4945468046984365,9.698074160930895,0.4909151237963316,0.496886626215637,0.6603942463457341,0.4681321600360054,0.5110819143209661,0.6750097542709541,0.5336721722594417,0.4680107693349021,0.6320535128276488,0.4622627680549412,0.489234811554151,0.6787240476796319,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Caffeine,1,16S,272.0,0.0503106257646981,15.085231085854074,18.72940854584183,0.1565376267425259,13.564208211065711,17.650870570874567,-0.1947628682743785,16.79790040464962,21.00748838192059,0.1234753780230513,13.167242633595189,17.993486968594972,-0.2389770336911258,13.295955882352942,21.392665558688154,RF,TabPFN,RF,True,True,True,split (1/3)
Caffeine,1,18S,272.0,-0.7891272367442952,18.294821467423947,25.707147371581662,0.2002514992530096,12.568322742414663,17.18739234462327,0.179262421706724,11.948447736571817,17.411469758472833,0.209701233439265,11.498623554145588,17.08554850410527,-0.2389770336911258,13.295955882352942,21.392665558688154,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Caffeine,1,16S+18S,272.0,0.0737988922911495,13.13441520503427,18.49634518024325,0.1710402038795716,13.16395073278754,17.498467196008775,0.1880441279451757,12.527350659931408,17.318069855247625,0.1339441952742573,13.31247899392072,17.88571112324748,-0.2389770336911258,13.295955882352942,21.39266555868815,XGBoost,XGBoost,XGBoost,True,False,True,LOST — all 3
Caffeine,2,16S,250.0,-1.3331577380430102,19.183136793126813,29.82843177200048,0.1863442374022828,13.387202406539734,17.614840808889095,0.1661497491375656,12.578421214294435,17.832096357913425,0.2282166234398911,12.291037781524658,17.15560666507229,-1.1356493134662595,15.550399999999998,28.537987315155917,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Caffeine,2,18S,250.0,-11.508483311670515,26.26350996156561,69.0654263484105,0.186079709058868,12.766589213039037,17.617703964421658,-0.1592826280093213,15.005306739807128,21.02582446396425,0.2587050805866409,11.393995151519777,16.8133356173363,-1.1356493134662595,15.550399999999998,28.537987315155917,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Caffeine,2,16S+18S,250.0,-4.532479147024572,21.343456125657383,45.93230745691945,0.2006023107799924,12.815146337453337,17.45982211259581,0.1049003922155993,13.522866084289552,18.475408676623623,0.2332314661184907,12.287695192718507,17.099779550022006,-1.1356493134662595,15.550399999999998,28.537987315155917,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Caffeine,3,16S,222.0,-3.526832447975531,18.69835573149344,42.60353268371564,0.142365990195409,14.065852527192163,18.543828391113944,-0.1518158399305997,16.639877599424068,21.490173686407868,0.1348452466309203,13.347328199781812,18.62495796677111,-0.9595138881251336,14.835135135135136,28.029966268424392,RF,TabPFN,RF,True,True,True,split (1/3)
Caffeine,3,18S,222.0,-1221.0845936371302,277.8174455125938,700.0016065455432,0.2354177179027426,12.485769078818752,17.508966712476436,0.1441108202696857,13.110511059804004,18.524955362178424,0.2246430862998313,11.860890098090644,17.631904871539472,-0.9595138881251336,14.835135135135136,28.029966268424392,RF,TabPFN,RF,True,True,True,split (1/3)
Caffeine,3,16S+18S,222.0,-1080.5900182406403,259.8053811023801,658.5363276469427,0.1421281751480089,13.66054342920505,18.546399240511967,-0.003328542934986,14.055807842220272,20.0571852563719,0.1764525708062175,13.319329368316374,18.171580823550705,-0.9595138881251336,14.835135135135136,28.029966268424392,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Metoprolol,1,16S,276.0,0.163830141102189,15.48360538370057,26.432845442148768,0.1570569673212001,14.018429388794583,26.53968567313807,0.132957478094843,13.389140484989554,26.91639299818906,0.0213235088024731,12.328848538191425,28.59672113889057,-0.0039102878791659,9.769202898550724,28.96303803926253,Lasso,TabPFN,Lasso,True,False,True,split (1/3)
Metoprolol,1,18S,276.0,0.045081700116049,17.221948447791462,28.24748393528033,0.1054533503670606,13.69038806993005,27.339977887992134,0.1138838558135489,14.282685912864794,27.21084238681617,0.0787042823089073,11.932447870226872,27.74573209266355,-0.0039102878791659,9.769202898550724,28.963038039262525,XGBoost,TabPFN,XGBoost,True,False,True,split (1/3)
Metoprolol,1,16S+18S,276.0,0.1224509327116781,15.441065213163796,27.07898406737813,0.1468349034780725,13.646805954471647,26.70011932066397,0.1629756206203099,13.36650267338407,26.446348464144336,0.0638581833562136,12.161341036791386,27.968391154478443,-0.0039102878791659,9.769202898550724,28.963038039262525,XGBoost,TabPFN,XGBoost,True,False,True,split (1/3)
Metoprolol,2,16S,252.0,0.0664372522395073,17.735115011341595,28.117031937579032,0.1605818004457804,14.205530785854476,26.6616429374118,0.1019510394022816,15.565481663507128,27.57704480198309,0.0749804602968509,11.98558525944513,27.98808413289913,0.0391967513130522,11.300396825396826,28.524296939153746,RF,TabPFN,RF,True,False,True,split (1/3)
Metoprolol,2,18S,252.0,0.0812940525885701,16.494591081973738,27.89240620529913,0.117779808317382,13.992589326246213,27.332931572171507,0.0400030547844986,14.117722323584175,28.51232567088181,0.1126162918310363,12.548089876818278,27.412802865415355,0.0391967513130522,11.300396825396826,28.524296939153746,RF,TabPFN,RF,True,False,True,split (1/3)
Metoprolol,2,16S+18S,252.0,0.1328866886127938,15.667575527056224,27.097900517583128,0.1421168583829534,13.95981224066244,26.95329000691541,0.0990130218880447,14.325336141434928,27.622117891243555,0.100790473171319,11.86806423356609,27.59485822578241,0.0391967513130522,11.300396825396826,28.524296939153746,RF,TabPFN,RF,True,False,True,split (1/3)
Metoprolol,3,16S,224.0,0.0996677500630632,17.591659017578102,29.6926531104736,0.1066639831611884,15.151103533696894,29.57706141401943,0.0731502214665875,15.71968093599592,30.126749502818143,0.0329526981645442,13.260683538977588,30.7731150084379,0.3455639618973019,10.705803571428572,25.315190774089995,RF,TabPFN,RF,False,False,False,split (1/3)
Metoprolol,3,18S,224.0,0.0366703969286037,17.856826782087392,30.71390625124494,0.0922890369606315,15.189176550400465,29.81407856252319,0.0622468790637606,14.323511674574442,30.303435012103407,0.0722782979726702,13.298124871562637,30.14091687185468,0.3455639618973019,10.705803571428572,25.31519077409,RF,TabPFN,RF,False,False,False,split (1/3)
Metoprolol,3,16S+18S,224.0,0.0994568111564193,17.077694477998524,29.6961312536627,0.1073151435902981,15.04453362669199,29.56627995972499,0.1096232172574505,15.107150840759278,29.52803280065298,0.0207066283898467,13.033607391693762,30.967347576757867,0.3455639618973019,10.705803571428572,25.31519077409,XGBoost,TabPFN,XGBoost,False,False,False,split (1/3)
Atrazine,1,16S,272.0,-0.0216729654746543,0.1713523503218137,0.5292127970079739,-0.0301991101224456,0.1355116426945005,0.5314164229773458,-0.0283853937319977,0.1592278841663809,0.5309484244796436,0.0042996812641622,0.1010408440442273,0.5224427534413499,-1.1241376725949137,0.1595588235294117,0.7630723502818758,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Atrazine,1,18S,272.0,-0.3418970124697458,0.153094348479841,0.6065044330994287,-0.1109833549320782,0.1942268272757053,0.5518590420297274,-0.6264201607336488,0.179148037874085,0.6677144288253289,0.0140245811795454,0.104917075635047,0.5198851715959967,-1.1241376725949137,0.1595588235294117,0.7630723502818759,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Atrazine,1,16S+18S,272.0,-0.1458132015090485,0.1182082408025038,0.5604428042071132,-0.0680097613002004,0.1633168939873443,0.5410806431859587,-0.377273102139813,0.1546945937963969,0.6144469878020548,0.0176395894276726,0.1065968940022524,0.5189312355372423,-1.1241376725949137,0.1595588235294117,0.7630723502818759,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Atrazine,2,16S,250.0,-0.0972687765183801,0.1852062946538933,0.571501598769843,-0.0253819594574853,0.2361609818099013,0.552463734935422,-0.2850321648919645,0.2869329899668693,0.6184690031300036,0.0072358995359855,0.1091473210755968,0.543605661484182,-0.442983990913689,0.12,0.6553777536657771,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Atrazine,2,18S,250.0,-0.0480726811837679,0.2469959295653749,0.558543033642829,0.0312609733226112,0.1792199911765904,0.5369876988072046,-0.0366817729016379,0.1220160723745823,0.5554994975122872,-0.0014719707557584,0.1292974309090525,0.5459845311254258,-0.442983990913689,0.12,0.6553777536657771,RF,XGBoost,RF,True,False,True,LOST — all 3
Atrazine,2,16S+18S,250.0,-0.0355196653832434,0.2142927072440899,0.5551880561547187,0.022564513417268,0.1676895476770883,0.5393926077304759,0.0169478179744051,0.1280958623707294,0.5409401595665027,-0.0005040612342093,0.1074982272575609,0.5457206239009788,-0.442983990913689,0.12,0.655377753665777,RF,TabPFN,RF,True,True,True,split (1/3)
Atrazine,3,16S,222.0,0.0072348009445465,0.1545173670952147,0.5344795293760751,-0.0380118920134469,0.1704910020280093,0.5465236604973844,-0.2242145120397423,0.1823396099110444,0.5935216503207168,0.0090907633937373,0.1215691118223722,0.5339796941723435,-0.6914384112236518,0.1346846846846846,0.6976472688341234,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
Atrazine,3,18S,222.0,-0.4625096177553063,0.3661737342730338,0.6487198236414182,-0.0527727593269888,0.2497800582277052,0.5503958155259618,-0.1477243063745146,0.2203379728168517,0.5746806754633353,-0.003307836696188,0.1350722041585155,0.537309978716603,-0.6914384112236518,0.1346846846846846,0.6976472688341234,TabPFN,TabPFN,TabPFN,True,False,True,TabPFN — all 3
Atrazine,3,16S+18S,222.0,-0.5392657868953412,0.3515806850068919,0.6655253648601451,-0.0032418707080703,0.1950291408033809,0.5372923147629316,-0.0779336383625464,0.1699293817284408,0.5569341085673649,0.0045919516023454,0.1129186661480842,0.5351904779636061,-0.6914384112236518,0.1346846846846846,0.6976472688341234,TabPFN,TabPFN,TabPFN,True,True,True,TabPFN — all 3
