emb_target,input,strategy,fold,pred_target,emb_r2,raw_r2,emb_wins,n_test,seed,model_path
salinity,16S+18S,leave_one_site_out,7,Chl_a_log1p,0.7128801345825195,-0.2700306177139282,True,83,42,auto
salinity,16S+18S,leave_one_site_out,8,temperature,0.9675549864768982,0.8767625689506531,True,90,42,auto
salinity,16S+18S,leave_one_site_out,8,salinity,0.9128442406654358,0.8490389585494995,True,90,42,auto
salinity,16S+18S,leave_one_site_out,8,Chl_a_log1p,0.5894410610198975,0.6248871088027954,False,84,42,auto
salinity,16S+18S,leave_one_site_out,9,temperature,0.960388720035553,0.924333393573761,True,87,42,auto
salinity,16S+18S,leave_one_site_out,9,salinity,0.9387583136558533,0.8935168385505676,True,87,42,auto
salinity,16S+18S,leave_one_site_out,9,Chl_a_log1p,0.5286147594451904,0.5410724878311157,False,82,42,auto
salinity,16S+18S,leave_one_site_out,10,temperature,0.9648787379264832,0.8419350981712341,True,85,42,auto
salinity,16S+18S,leave_one_site_out,10,salinity,0.9785918593406677,0.7935165166854858,True,86,42,auto
salinity,16S+18S,leave_one_site_out,10,Chl_a_log1p,0.6549535989761353,0.7228337526321411,False,80,42,auto
salinity,16S+18S,leave_one_site_out,11,temperature,0.9294679760932922,0.46363717317581177,True,89,42,auto
salinity,16S+18S,leave_one_site_out,11,salinity,0.9421436190605164,0.7889784574508667,True,89,42,auto
salinity,16S+18S,leave_one_site_out,11,Chl_a_log1p,0.21618199348449707,-3.2058119773864746,True,84,42,auto
salinity,16S+18S,leave_one_site_out,12,temperature,0.9441854357719421,0.8814535737037659,True,85,42,auto
salinity,16S+18S,leave_one_site_out,12,salinity,0.9675432443618774,0.6793327927589417,True,85,42,auto
salinity,16S+18S,leave_one_site_out,12,Chl_a_log1p,-0.12461340427398682,-0.7508442401885986,True,77,42,auto
salinity,16S+18S,leave_one_site_out,13,temperature,0.955928385257721,0.824428379535675,True,84,42,auto
salinity,16S+18S,leave_one_site_out,13,salinity,0.9581924676895142,0.5103559494018555,True,84,42,auto
salinity,16S+18S,leave_one_site_out,13,Chl_a_log1p,-0.12971007823944092,-0.4190094470977783,True,78,42,auto
Chl_a_log1p,16S,temporal_holdout,0,temperature,-0.0071032047271728516,-6.294269561767578,True,243,42,auto
Chl_a_log1p,16S,temporal_holdout,0,salinity,0.685857892036438,0.2666149139404297,True,243,42,auto
Chl_a_log1p,16S,temporal_holdout,0,Chl_a_log1p,0.8133829236030579,-0.26106953620910645,True,287,42,auto
Chl_a_log1p,16S,leave_one_site_out,0,temperature,0.9219976663589478,0.6987709403038025,True,79,42,auto
Chl_a_log1p,16S,leave_one_site_out,0,salinity,0.7750222682952881,0.5729560852050781,True,79,42,auto
Chl_a_log1p,16S,leave_one_site_out,0,Chl_a_log1p,0.3889811635017395,-0.17666172981262207,True,100,42,auto
Chl_a_log1p,16S,leave_one_site_out,1,temperature,0.9509483575820923,0.6539276242256165,True,79,42,auto
Chl_a_log1p,16S,leave_one_site_out,1,salinity,0.764667809009552,0.4517406225204468,True,79,42,auto
Chl_a_log1p,16S,leave_one_site_out,1,Chl_a_log1p,0.2008659839630127,-1.0221571922302246,True,104,42,auto
Chl_a_log1p,16S,leave_one_site_out,2,temperature,0.9437341094017029,0.6952157616615295,True,75,42,auto
Chl_a_log1p,16S,leave_one_site_out,2,salinity,0.8547873497009277,0.2219824194908142,True,75,42,auto
Chl_a_log1p,16S,leave_one_site_out,2,Chl_a_log1p,0.16911786794662476,-0.6417983770370483,True,100,42,auto
Chl_a_log1p,16S,leave_one_site_out,3,temperature,0.9447624683380127,0.6972161531448364,True,82,42,auto
Chl_a_log1p,16S,leave_one_site_out,3,salinity,0.811424970626831,0.4250112771987915,True,82,42,auto
Chl_a_log1p,16S,leave_one_site_out,3,Chl_a_log1p,0.19947832822799683,-0.5125929117202759,True,100,42,auto
Chl_a_log1p,16S,leave_one_site_out,4,temperature,0.9205906391143799,0.4069637060165405,True,84,42,auto
Chl_a_log1p,16S,leave_one_site_out,4,salinity,0.4620637893676758,0.27926212549209595,True,83,42,auto
Chl_a_log1p,16S,leave_one_site_out,4,Chl_a_log1p,0.10586303472518921,-0.47958827018737793,True,106,42,auto
Chl_a_log1p,16S,leave_one_site_out,5,temperature,0.5306528210639954,-0.7075260877609253,True,86,42,auto
Chl_a_log1p,16S,leave_one_site_out,5,salinity,-318.56207275390625,-1174.5518798828125,True,85,42,auto
Chl_a_log1p,16S,leave_one_site_out,5,Chl_a_log1p,0.34932518005371094,-44.68472671508789,True,103,42,auto
Chl_a_log1p,16S,leave_one_site_out,6,temperature,0.9362276196479797,0.6540226936340332,True,85,42,auto
Chl_a_log1p,16S,leave_one_site_out,6,salinity,0.7923744916915894,0.4771174192428589,True,84,42,auto
Chl_a_log1p,16S,leave_one_site_out,6,Chl_a_log1p,0.6242913603782654,0.14870160818099976,True,105,42,auto
Chl_a_log1p,16S,leave_one_site_out,7,temperature,0.9279323816299438,0.752787172794342,True,84,42,auto
Chl_a_log1p,16S,leave_one_site_out,7,salinity,0.9023706912994385,0.7865403890609741,True,83,42,auto
Chl_a_log1p,16S,leave_one_site_out,7,Chl_a_log1p,0.7475358247756958,0.5025333762168884,True,104,42,auto
Chl_a_log1p,16S,leave_one_site_out,8,temperature,0.9233348965644836,0.779045820236206,True,85,42,auto
Chl_a_log1p,16S,leave_one_site_out,8,salinity,0.8453177213668823,0.7260657548904419,True,84,42,auto
Chl_a_log1p,16S,leave_one_site_out,8,Chl_a_log1p,0.6965982913970947,0.44476252794265747,True,102,42,auto
Chl_a_log1p,16S,leave_one_site_out,9,temperature,0.947706401348114,0.7766864895820618,True,83,42,auto
Chl_a_log1p,16S,leave_one_site_out,9,salinity,0.8859899044036865,0.8292723298072815,True,82,42,auto
Chl_a_log1p,16S,leave_one_site_out,9,Chl_a_log1p,0.6221127510070801,0.4564847946166992,True,104,42,auto
Chl_a_log1p,16S,leave_one_site_out,10,temperature,0.9436350464820862,0.6817662119865417,True,80,42,auto
Chl_a_log1p,16S,leave_one_site_out,10,salinity,0.9364937543869019,0.7001285552978516,True,80,42,auto
Chl_a_log1p,16S,leave_one_site_out,10,Chl_a_log1p,0.8007888793945312,0.3103485703468323,True,104,42,auto
Chl_a_log1p,16S,leave_one_site_out,11,temperature,0.9120216369628906,0.6501758098602295,True,84,42,auto
Chl_a_log1p,16S,leave_one_site_out,11,salinity,0.8682081699371338,0.3575640916824341,True,84,42,auto
Chl_a_log1p,16S,leave_one_site_out,11,Chl_a_log1p,0.4262257218360901,-0.4192798137664795,True,104,42,auto
Chl_a_log1p,16S,leave_one_site_out,12,temperature,0.9446544647216797,0.622089147567749,True,77,42,auto
Chl_a_log1p,16S,leave_one_site_out,12,salinity,0.7492569088935852,0.5187758803367615,True,77,42,auto
Chl_a_log1p,16S,leave_one_site_out,12,Chl_a_log1p,0.3916371464729309,-1.3641016483306885,True,99,42,auto
Chl_a_log1p,16S,leave_one_site_out,13,temperature,0.9448850154876709,0.5853849649429321,True,78,42,auto
Chl_a_log1p,16S,leave_one_site_out,13,salinity,0.7978785037994385,0.10465764999389648,True,78,42,auto
Chl_a_log1p,16S,leave_one_site_out,13,Chl_a_log1p,0.0542563796043396,-1.0965776443481445,True,102,42,auto
Chl_a_log1p,18S,temporal_holdout,0,temperature,0.40131938457489014,-13.444965362548828,True,243,42,auto
Chl_a_log1p,18S,temporal_holdout,0,salinity,0.6676028966903687,-0.025058984756469727,True,243,42,auto
Chl_a_log1p,18S,temporal_holdout,0,Chl_a_log1p,0.8450428247451782,-2.7607171535491943,True,287,42,auto
Chl_a_log1p,18S,leave_one_site_out,0,temperature,0.8849442005157471,0.7170856595039368,True,79,42,auto
Chl_a_log1p,18S,leave_one_site_out,0,salinity,0.6318283081054688,0.4577661156654358,True,79,42,auto
Chl_a_log1p,18S,leave_one_site_out,0,Chl_a_log1p,0.33248370885849,-0.4060535430908203,True,100,42,auto
Chl_a_log1p,18S,leave_one_site_out,1,temperature,0.9130843281745911,0.820801317691803,True,79,42,auto
Chl_a_log1p,18S,leave_one_site_out,1,salinity,0.531557559967041,0.5286083221435547,True,79,42,auto
Chl_a_log1p,18S,leave_one_site_out,1,Chl_a_log1p,0.2916632890701294,-0.5638409852981567,True,104,42,auto
Chl_a_log1p,18S,leave_one_site_out,2,temperature,0.8949393630027771,0.7847434878349304,True,75,42,auto
Chl_a_log1p,18S,leave_one_site_out,2,salinity,0.6375271081924438,0.6156477928161621,True,75,42,auto
Chl_a_log1p,18S,leave_one_site_out,2,Chl_a_log1p,0.18764203786849976,-0.31525278091430664,True,100,42,auto
Chl_a_log1p,18S,leave_one_site_out,3,temperature,0.9142221808433533,0.7612885236740112,True,82,42,auto
Chl_a_log1p,18S,leave_one_site_out,3,salinity,0.5985384583473206,0.19823557138442993,True,82,42,auto
Chl_a_log1p,18S,leave_one_site_out,3,Chl_a_log1p,0.1822248101234436,-1.1924002170562744,True,100,42,auto
Chl_a_log1p,18S,leave_one_site_out,4,temperature,0.9116528630256653,0.7596001625061035,True,84,42,auto
Chl_a_log1p,18S,leave_one_site_out,4,salinity,0.4454043507575989,0.20625931024551392,True,83,42,auto
Chl_a_log1p,18S,leave_one_site_out,4,Chl_a_log1p,-0.004833698272705078,-0.1741194725036621,True,106,42,auto
Chl_a_log1p,18S,leave_one_site_out,5,temperature,0.7929748296737671,-36.55447769165039,True,86,42,auto
Chl_a_log1p,18S,leave_one_site_out,5,salinity,-1261.881591796875,-29608.9296875,True,85,42,auto
Chl_a_log1p,18S,leave_one_site_out,5,Chl_a_log1p,0.2995663285255432,-68.60334777832031,True,103,42,auto
Chl_a_log1p,18S,leave_one_site_out,6,temperature,0.9317653179168701,0.1163836121559143,True,85,42,auto
Chl_a_log1p,18S,leave_one_site_out,6,salinity,0.8300864696502686,0.7324657440185547,True,84,42,auto
Chl_a_log1p,18S,leave_one_site_out,6,Chl_a_log1p,0.6314584612846375,0.18396919965744019,True,105,42,auto
Chl_a_log1p,18S,leave_one_site_out,7,temperature,0.9283549189567566,0.8826523423194885,True,84,42,auto
Chl_a_log1p,18S,leave_one_site_out,7,salinity,0.8852617740631104,0.7244204878807068,True,83,42,auto
Chl_a_log1p,18S,leave_one_site_out,7,Chl_a_log1p,0.7305516004562378,-1.71634840965271,True,104,42,auto
Chl_a_log1p,18S,leave_one_site_out,8,temperature,0.9357395768165588,0.836457371711731,True,85,42,auto
Chl_a_log1p,18S,leave_one_site_out,8,salinity,0.8755931258201599,0.8568283319473267,True,84,42,auto
Chl_a_log1p,18S,leave_one_site_out,8,Chl_a_log1p,0.7483677864074707,0.5683803558349609,True,102,42,auto
Chl_a_log1p,18S,leave_one_site_out,9,temperature,0.9211139678955078,0.8788554668426514,True,83,42,auto
Chl_a_log1p,18S,leave_one_site_out,9,salinity,0.8539197444915771,0.8647372722625732,False,82,42,auto
Chl_a_log1p,18S,leave_one_site_out,9,Chl_a_log1p,0.5981935262680054,0.5316985249519348,True,104,42,auto
Chl_a_log1p,18S,leave_one_site_out,10,temperature,0.9014443755149841,0.8429967761039734,True,80,42,auto
Chl_a_log1p,18S,leave_one_site_out,10,salinity,0.8890255689620972,0.660933792591095,True,80,42,auto
Chl_a_log1p,18S,leave_one_site_out,10,Chl_a_log1p,0.7954367399215698,0.6744794845581055,True,104,42,auto
Chl_a_log1p,18S,leave_one_site_out,11,temperature,0.8841460943222046,0.8384702801704407,True,84,42,auto
Chl_a_log1p,18S,leave_one_site_out,11,salinity,0.8426835536956787,0.8000298738479614,True,84,42,auto
Chl_a_log1p,18S,leave_one_site_out,11,Chl_a_log1p,0.5170846581459045,0.2677198052406311,True,104,42,auto
Chl_a_log1p,18S,leave_one_site_out,12,temperature,0.8943220376968384,0.8514530062675476,True,77,42,auto
Chl_a_log1p,18S,leave_one_site_out,12,salinity,0.5898939371109009,0.4923208951950073,True,77,42,auto
Chl_a_log1p,18S,leave_one_site_out,12,Chl_a_log1p,0.37979578971862793,0.09788262844085693,True,99,42,auto
Chl_a_log1p,18S,leave_one_site_out,13,temperature,0.9010729789733887,0.7809277772903442,True,78,42,auto
Chl_a_log1p,18S,leave_one_site_out,13,salinity,0.5625140070915222,-0.4319840669631958,True,78,42,auto
Chl_a_log1p,18S,leave_one_site_out,13,Chl_a_log1p,0.13159781694412231,-0.48335790634155273,True,102,42,auto
Chl_a_log1p,16S+18S,temporal_holdout,0,temperature,0.3231600522994995,-7.762296676635742,True,243,42,auto
Chl_a_log1p,16S+18S,temporal_holdout,0,salinity,0.7295314073562622,0.3627244830131531,True,243,42,auto
Chl_a_log1p,16S+18S,temporal_holdout,0,Chl_a_log1p,0.8522816300392151,-0.5418628454208374,True,287,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,0,temperature,0.9210848212242126,0.8571370840072632,True,79,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,0,salinity,0.7242249250411987,0.659557580947876,True,79,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,0,Chl_a_log1p,0.3468400239944458,-0.6758145093917847,True,100,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,1,temperature,0.9445778131484985,0.8124950528144836,True,79,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,1,salinity,0.6604964137077332,0.7194226980209351,False,79,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,1,Chl_a_log1p,0.22507500648498535,-0.36366748809814453,True,104,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,2,temperature,0.9390583038330078,0.8299596905708313,True,75,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,2,salinity,0.8294370174407959,0.5978918075561523,True,75,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,2,Chl_a_log1p,0.21459835767745972,-0.364121675491333,True,100,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,3,temperature,0.9544118046760559,0.8625280261039734,True,82,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,3,salinity,0.760032057762146,0.6873564124107361,True,82,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,3,Chl_a_log1p,0.12902158498764038,-0.5698022842407227,True,100,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,4,temperature,0.9209429621696472,0.5844219923019409,True,84,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,4,salinity,0.40582215785980225,0.14771020412445068,True,83,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,4,Chl_a_log1p,0.10215848684310913,-0.30544841289520264,True,106,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,5,temperature,0.867889940738678,-21.73313331604004,True,86,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,5,salinity,-353.3391418457031,-12070.32421875,True,85,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,5,Chl_a_log1p,0.328185498714447,-88.22534942626953,True,103,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,6,temperature,0.9450437426567078,0.7495794296264648,True,85,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,6,salinity,0.7581380605697632,0.7786233425140381,False,84,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,6,Chl_a_log1p,0.6250646114349365,-0.7846425771713257,True,105,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,7,temperature,0.9206256866455078,0.8992686867713928,True,84,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,7,salinity,0.927455484867096,0.8328502774238586,True,83,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,7,Chl_a_log1p,0.781924843788147,-0.020875096321105957,True,104,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,8,temperature,0.9464820027351379,0.8794224262237549,True,85,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,8,salinity,0.875583291053772,0.8638094663619995,True,84,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,8,Chl_a_log1p,0.7473021745681763,0.6110665798187256,True,102,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,9,temperature,0.9473247528076172,0.913434624671936,True,83,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,9,salinity,0.8553736805915833,0.8909075260162354,False,82,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,9,Chl_a_log1p,0.5921909809112549,0.5699743032455444,True,104,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,10,temperature,0.9442517161369324,0.8444197773933411,True,80,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,10,salinity,0.9123689532279968,0.7955237627029419,True,80,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,10,Chl_a_log1p,0.83251953125,0.6891326904296875,True,104,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,11,temperature,0.9209385514259338,0.7847492098808289,True,84,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,11,salinity,0.8548771142959595,0.7542287111282349,True,84,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,11,Chl_a_log1p,0.5126086473464966,0.13671022653579712,True,104,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,12,temperature,0.9436843395233154,0.8734486103057861,True,77,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,12,salinity,0.7522631883621216,0.6426005363464355,True,77,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,12,Chl_a_log1p,0.411393940448761,-0.24208009243011475,True,99,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,13,temperature,0.9366928339004517,0.8413858413696289,True,78,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,13,salinity,0.6859815120697021,0.409493088722229,True,78,42,auto
Chl_a_log1p,16S+18S,leave_one_site_out,13,Chl_a_log1p,0.1457371711730957,-0.5473536252975464,True,102,42,auto
